Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and...,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,"₹97,290",https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTHQTDEUiVUaMp4Vv6r46sx55pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,"₹70,990₹1,04,89032% off",https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTElkkvhqRrkiVC1uYYuAVLJvjHQjH2F7Wa_hZ9mwR7lGPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch)
ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ837WS Th...,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹61,990₹85,99027% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-x1502va-bq837ws-thin-light-laptop/p/itm500337caaa66d?pid=COMH96FBVPKVYXUE&lid=LSTCOMH96FBVPKVYXUEDJAWKB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMH96FBVPKVYXUE.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,"3-cell,Li-ion",1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Carry-in Warranty,4.2,"₹79,990₹1,01,99921% off",https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMGZH2UFKEB5PP4.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.3 Kg,T-Type USB QHD camera with 2560 x 1440 resolution and 1440p QHD video at 30 fps with Temporal Noise Reduction,35.56 cm (14 Inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTGVfs91ja8RNE1VeTysC0wcqo5DNM0xuFErKIWvpOmwDQ%3D%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
MOTOROLA Motobook 60 Full Metal Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,"₹62,990₹93,69032% off",https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTH_ftMiZWEwNKXf2Bh4jV81QcIOIKXgn8GoOny_GImeQPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch)
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹26,990₹44,99040% off",https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMH397X2KJ8XCHR.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch)
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty.,4.2,"₹49,490₹70,09029% off",https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMGYHP5ZB4AGZH6&lid=LSTCOMGYHP5ZB4AGZH6HABNUL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMGYHP5ZB4AGZH6.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.37 Kg,FHD 1080p with Privacy Shutter,35.56 cm (14 Inch)
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.2,"₹28,990₹49,99942% off",https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMH4B6CGTPNVJW9.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.45 Kg,Video conferencing: 2M With Privacy Camera Shutter,35.56 cm (14 Inch)
Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,Intel Core Ultra 7 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.3,"₹98,990₹1,46,89032% off",https://www.flipkart.com/lenovo-yoga-slim-7-wuxga-oled-ai-pc-intel-core-ultra-155h-32-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMGXMY5HUH8RERC&lid=LSTCOMGXMY5HUH8RERCHLQASO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMGXMY5HUH8RERC.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.39 Kg,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTGAbmynjOw_8vQCAK-oeAsvOHfdx1KIg8RjX4LmCZwm-A%3D%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,4.9,"₹1,14,990₹1,37,98816% off",https://www.flipkart.com/samsung-galaxy-book5-360-ai-pc-full-metal-chasis-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-np750qha-2-1-laptop/p/itmc76ec3e8002b4?pid=COMH9PHPRY2KUCGG&lid=LSTCOMH9PHPRY2KUCGGMW1YZ7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTEKpGs_c9gcCaPyr16yYSKgg2-zcSe7W-jiA9_Z2fi3lvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch)
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4,"₹40,990₹74,99045% off",https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMGMGXFT7WWNGYG.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.4,"₹59,990₹89,68933% off",https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMGZUYDYPUZAAXD.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,MS Office Provided,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch)
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.3,"₹50,990₹70,99028% off",https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTGhqangy3jFC66S_rDvnOtDWDrOlT4AUCtzVB7vyKJFDfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch)
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.3,"₹52,990₹70,99025% off",https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn260w-laptop/p/itm10514ecd2a794?pid=COMHFT2NBDET7GJX&lid=LSTCOMHFT2NBDET7GJXKL60AC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTFwAi5wso3L3Q_Awa3jPcXnhvXx1zveLRo2tHEv6lCG7vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch)
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,3.9,"₹21,990₹32,99933% off",https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMHFZYZFVD2MCAB.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,2 cell,1.3 Kg,"T-Type HD camera, Compatible with Windows only",35.56 cm (14 Inch)
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹45,990₹66,99031% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYGCGEBA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMHYG8ZPYAZAFTY.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,3 Cell,1.70 kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,4.2,"₹37,341₹88,41457% off",https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-g3-iap-thin-light-laptop/p/itm930d2b10f8362?pid=COMH7NDQBYSCBGNF&lid=LSTCOMH7NDQBYSCBGNFWMBLWO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMH7NDQBYSCBGNF.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,2 Cell,1.7 kg,720p HD Camera with Privacy Shutter,39.62 cm (15.6 inch)
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹40,990₹69,99041% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=d0ca9660-ad47-4a73-8229-c209e035b177.COMHYWSWMFQQBCG3.SEARCH&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,3 cell,1.7 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹46,190₹62,52626% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTFGdhgRLmUEJahcFFW0RhZwFuNzh58HFzKXfL5X3ooANg%3D%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,490₹34,99052% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_7gUhExMZWnzEU5ZyAbWpF87ixlSrKN3m63TBxe3sSTErpy0vl4FN14c8sOHjLlX_fUruxy3gI9j6jllA_edP9A%3D%3D&ppt=pp&ppn=pp&ssid=u04o1o600g0000001746680873940&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.1,"₹45,999₹56,99019% off",https://www.flipkart.com/acer-aspire-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH59E4SZYVDQUU&lid=LSTCOMH59E4SZYVDQUU1KQHXN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=4cfc8b18-b96f-4af8-a1ba-b7538e99a3bc.COMH59E4SZYVDQUU.SEARCH&ppt=pp&ppn=pp&ssid=31jum20xeo0000001746680952667&qH=312f91285e048e09,Warranty Summary,1.70 kg,"2MP Camera, Compatible with Windows Only, 1920 x 1080 Resolution, 1080p HD Video",39.62 cm (15.6 inch)
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.5,"₹54,500₹78,18930% off",https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=4cfc8b18-b96f-4af8-a1ba-b7538e99a3bc.COMGZUYDFZXHWYWZ.SEARCH&ppt=pp&ppn=pp&ssid=31jum20xeo0000001746680952667&qH=312f91285e048e09,MS Office Provided,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch)
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and...,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,"₹97,290",https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_0VbBmFKisve5kfz_ncr01CBTrMniO_IRL8BD49WaYfQI262jvAPtPBXbag8jZHDA5pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=31jum20xeo0000001746680952667&qH=312f91285e048e09,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
