Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home...,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹65,499₹88,99926% off",https://www.flipkart.com/asus-vivobook-pro-15-oled-creator-amd-ryzen-5-hexa-core-5600hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-m6500qfb-lk542ws-gaming-laptop/p/itm543a723ef2bbc?pid=COMGQ9HGHYGVFDFT&lid=LSTCOMGQ9HGHYGVFDFTDGQKHU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_385&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGQ9HGHYGVFDFT.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3 Cell,1.80 Kg,1080p FHD camera With privacy shutter,39.62 cm (15.6 Inch)
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 2 in 1 L...,AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Premium Support with 1 Year Onsite Warranty,4,"₹64,990₹97,89033% off",https://www.flipkart.com/lenovo-ideapad-flex-5-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-14abr8-2-1-laptop/p/itm53fa0d9c1fdd7?pid=COMGSC4EZZBT4FWH&lid=LSTCOMGSC4EZZBT4FWHJFCBCI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_386&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGSC4EZZBT4FWH.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Not found,1.55 Kg,Full HD 1080p with Privacy Shutter,35.56 cm (14 Inch)
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and...,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,"₹97,290",https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_387&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAEbCsysLP3G3s-6Ubilo2xe5pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,"₹69,990₹87,26219% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_388&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAGGVGkp9QRdGW2CKdCGBxQq_NoP3pZHCJZ1yG3_2ARTrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/51...,"Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",Not found,"₹65,990₹86,99024% off",https://www.flipkart.com/asus-vivobook-s14-flip-2025-office-2024-m365-basic-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz619ws-2-1-laptop/p/itm1f8488dce4bb0?pid=COMH9SJ9KMZFGHFZ&lid=LSTCOMH9SJ9KMZFGHFZURZDCQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_389&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMH9SJ9KMZFGHFZ.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3-cell,1.50 Kg,1080p FHD camera with privacy shutter,35.56 cm (14 inch)
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4,"₹22,000₹35,99938% off",https://www.flipkart.com/lenovo-ideapad-slim-1-intel-celeron-dual-core-n4020-8-gb-256-gb-ssd-windows-11-home-14igl7-thin-light-laptop/p/itm7ecd736658657?pid=COMGQRD7APYQV43R&lid=LSTCOMGQRD7APYQV43R8SF1H9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_390&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGQRD7APYQV43R.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Upto 11 Hours,1.3 Kg,HD 720p with Privacy Shutter,35.56 cm (14 Inch)
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,"₹70,990₹1,04,89032% off",https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_391&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAF7a5QwPaWFiKcgzG7evF-I9gIRNu3t2bQiWI0LjJkKwfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_392&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAEJXqPgQf2HadjW6FEBnwSWEHCiHoeZ895yk2EaZGR0jA%3D%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1299IN Business ...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,Not found,"₹40,490₹58,99031% off",https://www.flipkart.com/msi-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-modern-14-c12mo-1299in-business-laptop/p/itm8820edd8b6c55?pid=COMH3YTFHZ3D6Y9S&lid=LSTCOMH3YTFHZ3D6Y9SGFST5O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_393&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMH3YTFHZ3D6Y9S.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Not found,1.4 Kg,HD type (30fps@720p),35.56 cm (14 Inch)
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Warranty,3.9,"₹52,680₹69,79724% off",https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-d560885win9s-laptop/p/itm23d84e15561c4?pid=COMGPEFQ76N9GZ8F&lid=LSTCOMGPEFQ76N9GZ8FY86EXS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_394&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGPEFQ76N9GZ8F.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3 Cell,1.65 kg,Finger Print Sensor,39.62 cm (15.6 inch)
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 111 Year,4,"₹27,350₹47,99043% off",https://www.flipkart.com/hp-255-g9-amd-ryzen-3-dual-core-3250-8-gb-512-gb-ssd-windows-11-home-g8-thin-light-laptop/p/itm087b6d1981ee8?pid=COMGFBK9A3Z2QD9H&lid=LSTCOMGFBK9A3Z2QD9HGGY2DL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_395&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGFBK9A3Z2QD9H.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3 Cell,1.78 kg,Yes,39.62 cm (15.6 inch)
Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,Intel Core i7 Processor (13th Gen)32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4,"₹67,990₹1,19,99043% off",https://www.flipkart.com/infinix-zerobook-13-intel-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-zl513-thin-light-laptop/p/itmad7e026e8b8c5?pid=COMGRFPGAN5BFMQJ&lid=LSTCOMGRFPGAN5BFMQJTKFORQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_396&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGRFPGAN5BFMQJ.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Upto 10 Hours,1.80 Kg,Mi-Pi AI-enhanced FHD BeautyCam,39.62 cm (15.6 inch)
MOTOROLA Motobook 60 Full Metal Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,"₹62,990₹93,69032% off",https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_397&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAGDfKgGNlTE5H9WZt3V4tlNSJTGF0cbM9tPgh5OEpEdy_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_398&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAHvItMtmknqvibeBsmqSrf9Bq8Tq7Iqml105gPcyZHBdQ%3D%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,AMD Athlon Dual Core Processor8 GB LPDDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 YEAR,4,"₹24,900₹50,64850% off",https://www.flipkart.com/hp-amd-athlon-dual-core-8-gb-256-gb-ssd-windows-11-home-255-laptop/p/itmf1ca83d7a968d?pid=COMGP22PUZHZT2HG&lid=LSTCOMGP22PUZHZT2HGWFJJQ9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_399&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGP22PUZHZT2HG.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,5,Not found,Not found,39.62 cm (15.6 inch)
HP 250 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Business Laptop,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1Year Onsite Warranty,4.2,"₹32,990₹44,25325% off",https://www.flipkart.com/hp-250-g8-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itm9015dcea94ace?pid=COMGNFVDJQZEVH6X&lid=LSTCOMGNFVDJQZEVH6XLMEBWK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_400&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGNFVDJQZEVH6X.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Upto 4 Hrs,2.0 Kg,Yes,39.62 cm (15.6 inch)
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.3,"₹50,990₹70,99028% off",https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_401&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAGavbLxwN_oiB9d8VQjV1tqWDrOlT4AUCtzVB7vyKJFDfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch)
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.3,"₹52,990₹70,99025% off",https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn260w-laptop/p/itm10514ecd2a794?pid=COMHFT2NBDET7GJX&lid=LSTCOMHFT2NBDET7GJXKL60AC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_402&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAFJtJR-Rwymuni2iS9b00euhvXx1zveLRo2tHEv6lCG7vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch)
HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light L...,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",Not found,"₹34,340₹82,99958% off",https://www.flipkart.com/hp-14r-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-pro-g9-thin-light-laptop/p/itma7df4d7d70080?pid=COMH9M5CDZB4H3HT&lid=LSTCOMH9M5CDZB4H3HTKUYUKH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_403&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMH9M5CDZB4H3HT.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,"3 Cell, 41 Wh Li-ion",1.4 kg,Warranty Summary,35.56 cm (14 inch)
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD38.0 cm (14.96 inch) Display1 Year Onsite Hardware Service",4.1,"₹47,790₹72,18033% off",https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGJ75HAXTTTV58&lid=LSTCOMGJ75HAXTTTV58NN2WRT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_404&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGJ75HAXTTTV58.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3 Cell,1.65 Kg,HD Camera,38.0 cm (14.96 inch)
HP AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon AMD) 15-fb0153AX Gaming L...,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Not found,"₹52,590₹70,06024% off",https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-amd-radeon-amd-15-fb0153ax-gaming-laptop/p/itm12155252a3140?pid=COMGYH8GU6FBZDHB&lid=LSTCOMGYH8GU6FBZDHBDC913U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_405&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGYH8GU6FBZDHB.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,3 Cell,2.29 kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 Inch)
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light La...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,4.2,"₹38,999₹56,26030% off",https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fq5007tu-thin-light-laptop/p/itmd2ff5362367f2?pid=COMGKW2NSU4SPZSG&lid=LSTCOMGKW2NSU4SPZSGEOIPKZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_406&otracker=search&fm=organic&iid=9f5cefa3-868e-4e8a-9e4f-5a16071f77c4.COMGKW2NSU4SPZSG.SEARCH&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Warranty Summary,1.69 kg,HP True Vision 720p HD Camera with Temporal Noise Reduction,39.62 cm (15.6 inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,490₹34,99052% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_407&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAHIWXCbBk0Z9aDIme0ja7KwSsuHdBPkjFOWiRTJugepCw%3D%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹46,190₹62,52626% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_408&otracker=search&fm=organic&iid=en_vi5rEj_IeM7rUfaZvWHyt83mAQRyu275u_xzdEfuTAGAu_TfR1zsFLULwU53LkcK8rB70bNVCiCdgdy4lBudKYE8waCTrWcncKeK_ydPfoM%3D&ppt=pp&ppn=pp&ssid=6w99jnq2ps0000001746682052290&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹47,990₹59,99020% off",https://www.flipkart.com/dell-inspiron-3520-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-0in352010031rinb1m-thin-light-laptop/p/itmc5a5a5b7c13f6?pid=COMGKAVGSFBZFMHP&lid=LSTCOMGKAVGSFBZFMHPMG9VDL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_409&otracker=search&fm=organic&iid=56deb82d-bff1-44c5-93e0-ed97ef8356c7.COMGKAVGSFBZFMHP.SEARCH&ppt=pp&ppn=pp&ssid=m2npvfk4hs0000001746682129905&qH=312f91285e048e09,Upto 7 hours,1.65 Kg,HD,39.62 cm (15.6 Inch)
